timestamp_utc,model,condition,task,number,band,source_text,gold_text,gold_number,raw_output,pred_text,pred_norm,pred_number,correct,latency_sec,usage_input_tokens,usage_output_tokens,error
2026-03-08 21:48:34.478969+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Toula a acheté plusieurs pâtisseries différentes à la boulangerie. Elle a acheté 3 douzaines de beignets à 68 $ la douzaine, 2 douzaines de petits gâteaux à 80 $ la douzaine et 6 douzaines de petits gâteaux au fromage à 55 $ la douzaine. À combien s'élève le coût total ?",,694.0,646,646,,646.0,0,0.40900000000000003,134,2,
2026-03-08 21:48:35.191570+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Carlos veut planter un citronnier. Le coût de la plantation est de 90 $. Chaque année, l'arbre produira 7 citrons qui seront vendus au prix de 1,5 $ chacun. L'arrosage et la nutrition de l'arbre coûtent 3 $ par an. Combien d'années faudra-t-il à Carlos pour commencer à gagner de l'argent avec son citronnier ?",,13.0,dix ans,dix ans,,,0,0.712,135,4,
2026-03-08 21:48:35.744992+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Mélanie fait de la vente à domicile. Lors de son passage à la maison verte, elle a vendu un tiers de ses aspirateurs, puis 2 autres à la maison rouge, et enfin la moitié de ce qui restait à la maison orange. S'il reste à Mélanie 5 aspirateurs, de combien d'aspirateurs disposait-elle au départ ?",,18.0,18,18,,18.0,1,0.553,126,2,
2026-03-08 21:48:36.174911+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Dans un cours de danse comptant 20 élèves, 20 % d'entre eux sont inscrits en danse contemporaine, 25 % en danse jazz et le reste en danse hip-hop. Quel est le pourcentage des élèves inscrits en danse hip-hop ?",,60.0,55 %,55 %,,55.0,0,0.43,104,3,
2026-03-08 21:48:36.726926+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Un commerçant hésite entre 2 plans d'achat : des bijoux d'une valeur de 5 000 $ ou des gadgets électroniques d'une valeur de 8 000 $. Son conseiller financier spécule sur une hausse de 2,5 % du marché des bijoux et de 1,2 % de celui des gadgets électroniques au cours du même mois. Si le commerçant fait un choix qui lui permet de maximiser son profit à la fin du mois, quel serait le montant de ce profit ?",,125.0,125,125,,125.0,1,0.552,152,2,
2026-03-08 21:48:37.349943+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Deux trains partent de San Rafael au même moment. Ils se dirigent d'abord vers l'ouest et parcourent tous les deux 80 miles. Le jour suivant, ils voyagent vers le nord, couvrant 150 miles. Quelle est la distance parcourue par chaque train au cours de ces deux jours ?",,230.0,230,230,,230.0,1,0.623,115,2,
2026-03-08 21:48:37.981038+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Jill gagne 20 $ de l'heure en tant qu'enseignante et 30 $ comme entraineuse de majorettes. Si elle travaille 35 heures par semaine en tant qu'enseignante, 15 heures par semaine comme entraineuse et 50 semaines par an, quel est son salaire annuel ?",,57500.0,47 500,47 500,,47.0,0,0.631,115,4,
2026-03-08 21:48:38.401105+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Pour son petit déjeuner, Claire se prépare une omelette de 3 œufs tous les matins. Combien de douzaines d'œufs mangera-t-elle en 4 semaines ?",,7.0,7,7,,7.0,1,0.42,90,2,
2026-03-08 21:48:38.970473+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Marissa fait une randonnée sur un sentier d'une longueur de 12 miles. Elle a mis 1 heure pour parcourir les 4 premiers miles, puis une autre heure pour les deux miles suivants. Si elle veut que sa vitesse moyenne soit de 4 miles par heure, quelle vitesse (en miles par heure) doit-elle atteindre pour parcourir la distance restante ?",,6.0,6,6,,6.0,1,0.5690000000000001,126,2,
2026-03-08 21:48:39.903568+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"J'ai 10 litres de jus d'orange composés aux deux tiers d'eau. En voulant les mélanger à 15 litres de jus d'ananas composés aux trois quarts d'eau, je renverse un litre de jus d'orange. Quelle quantité d'eau y a-t-il dans les 24 litres restants ?",,15.0,17,17,,17.0,0,0.933,120,2,
2026-03-08 21:48:41.549512+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Raymond et Samantha sont cousins. Raymond est né 6 ans avant Samantha et a eu un fils à l'âge de 23 ans. Si Samantha est maintenant âgée de 31 ans, quel est l'âge du fils de Raymond ?",,14.0,14,14,,14.0,1,1.646,98,2,
2026-03-08 21:48:42.370785+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Billy vend des DVD. Ce mardi, il a 8clients. Ses 3 premiers clients achètent chacun un DVD. Les 2 clients suivants en achètent chacun 2. Les 3 derniers n'en achètent aucun. Combien de DVD Billy a-t-il vendus mardi ?",,7.0,7,7,,7.0,1,0.8210000000000001,110,2,
2026-03-08 21:48:42.804213+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,Une bougie allumée fond et perd 2 centimètres toutes les heures. Combien de centimètres la bougie aura-t-elle perdus après avoir brûlé de 13 h à 17 h ?,,8.0,8,8,,8.0,1,0.433,96,2,
2026-03-08 21:48:44.650890+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Kyle a acheté le livre le plus vendu de l'année dernière à 19,50 $, en bénéficiant d'une remise de 25 % sur le prix initial. Quel est le prix initial du livre ?",,26.0,26,26,,26.0,1,1.846,92,2,
2026-03-08 21:48:45.348729+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Marie a commandé un plat de poulet qui coûte 12 $, 5 cartons de lait de 3 $ chacun, 4 pommes de 1,50 $ chacune et quelques boîtes de pizza. Marie a payé en tout 50 $. Si chaque boîte de pizza coûte 8,50 $, combien de boîtes Marie a-t-elle commandées ?",,2.0,2,2,,2.0,1,0.6980000000000001,123,2,
2026-03-08 21:48:46.628668+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Mishka a acheté 3 shorts, 3 pantalons et 3 paires de chaussures. Un short coûte 16,50 $, un pantalon 22,50 $ et une paire de chaussures 42 $. Combien d'argent Mishka a-t-elle dépensé en tout pour l'achat de ces vêtements ?",,243.0,243,243,,243.0,1,1.28,115,2,
2026-03-08 21:48:47.109370+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Cynthia mange une portion de glace tous les soirs. Elle achète des cartons contenant 15 portions de glace chacun, au prix de 4,00 $ le carton. Après 60 jours, combien dépensera-t-elle en glace ?",,16.0,16,16,,16.0,1,0.48,100,2,
2026-03-08 21:48:48.916552+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,Henri a fait deux arrêts pendant son voyage de 60 miles à vélo. Il a marqué son premier arrêt après 20 miles. Il s'est de nouveau arrêté 15 miles avant la fin du voyage. Combien de miles a-t-il parcourus entre les deux arrêts ?,,25.0,Vingt-cinq,Vingt-cinq,,,0,1.807,108,5,
2026-03-08 21:48:50.617344+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Pendant qu'elle achète des chaussures, Gloria tombe sur une paire de bottines qui rentre dans son budget. Toutefois, elle doit choisir entre les bottines et deux paires de talons hauts qui coûtent à elles deux cinq dollars de moins que les bottines. Si l'une des paires de talons hauts coûte 33 $ et que l'autre coûte deux fois plus, quel est, en dollar, le prix des bottines ?",,104.0,71,71,,71.0,0,1.7000000000000002,141,2,
2026-03-08 21:48:51.150063+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Les âges de Darell et d'Allen sont dans le ratio de 7 : 11. Si la somme de leurs âges actuels est de 162, calculez l'âge qu'aura Allen dans 10 ans.",,109.0,101,101,,101.0,0,0.532,100,2,
2026-03-08 21:48:51.919341+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,Gunter essaie de compter des bonbons dans un bocal. Il demande à ses amis d'en estimer la quantité. L'un d'eux répond 80. Un autre dit 20 de plus que la moitié du premier. Un troisième parle de 25 % de plus que le premier. Quelle est la moyenne de leurs estimations ?,,80.0,"97,5","97,5",,97.0,0,0.769,121,4,
2026-03-08 21:48:52.365173+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Jean s'occupe de 10 chiens. Chaque chien a besoin de 0,5 heure par jour pour se promener et faire d'autres choses. Combien d'heures Jean passe-t-il par semaine à s'occuper des chiens ?",,35.0,35,35,,35.0,1,0.446,101,2,
2026-03-08 21:48:52.807616+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,Gretchen a 110 pièces. Les pièces en or comptent 30 pièces de plus que celles en argent. Combien Gretchen a-t-elle de pièces en or ?,,70.0,70,70,,70.0,1,0.442,86,2,
2026-03-08 21:48:53.284900+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Siobhan a 2 bijoux de moins qu'Aaron. Aaron en a 5 de plus que la moitié des bijoux de Raymond. Si Raymond a 40 bijoux, combien Siobhan a-t-il de bijoux ?",,23.0,22,22,,22.0,0,0.47700000000000004,96,2,
2026-03-08 21:48:53.781198+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Mike joue au ping-pong pendant 40 minutes. Durant les 20 premières minutes, il marque 4 points. Il marque 25 % de points supplémentaires pendant les 20 minutes suivantes. Combien de points a-t-il marqués au total ?",,9.0,9,9,,9.0,1,0.496,102,2,
2026-03-08 21:48:54.228884+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Terry mange 2 yaourts chaque jour. On les vend au prix de 4 yaourts pour 5,00 $. Combien d'argent dépense-t-il en yaourt sur 30 jours ?",,75.0,"37,50","37,50",,37.0,0,0.447,94,4,
2026-03-08 21:48:54.738933+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Jean veut vendre tous ses jouets et utiliser l'argent pour s'acheter des jeux vidéos. Il possède 13 jeux de lego et les met en vente pour 15 $ chacun. Finalement, il s'achète 8 jeux vidéos au prix de 20 $ par jeu, ce qui le laisse avec 5 $. Combien lui reste-t-il de jeux de lego ?",,2.0,trois,trois,,,0,0.51,128,3,
2026-03-08 21:48:55.206272+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,Jean court 60 miles chaque semaine. Il court 3 jours par semaine. Le premier jour il court pendant 3 heures et court deux fois moins les deux autres jours. Quelle est sa vitesse de course ?,,10.0,10,10,,10.0,1,0.467,93,2,
2026-03-08 21:48:55.787591+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Dana court quatre fois plus vite qu'elle ne marche, mais saute deux fois moins vite qu'elle ne court. Si elle saute à une vitesse de 3 miles par heure, combien de miles parcourt-elle en six heures, sachant qu'elle passe 1/3 du temps à courir et 2/3 à marcher ?",,18.0,18,18,,18.0,1,0.581,116,2,
2026-03-08 21:48:56.592147+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"L'iPhone de Brandon est quatre fois plus vieux que celui de Ben. L'iPhone de Ben est deux fois plus vieux que celui de Suzie. Si l'iPhone de Suzie a 1 an, quel âge à celui de Brandon ?",,8.0,8,8,,8.0,1,0.804,101,2,
2026-03-08 21:48:57.084745+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Perg, le grand dragon, était assis au sommet du mont Farbo et crachait du feu sur une distance de 1 000 pieds. Polly pouvait lancer le javelot d'or, la seule arme capable de transpercer le dragon, mais sur une distance de 400 pieds, largement à portée de ses flammes. Toutefois, lorsque Polly tenait la pierre de saphir, elle pouvait le lancer trois fois plus loin. En tenant la pierre précieuse, à quelle distance Polly pouvait-elle se maintenir hors de portée des flammes, tout en parvenant à frapper le dragon avec le javelot d'or ?",,200.0,mille deux cents,mille deux cents,,,0,0.492,182,5,
2026-03-08 21:48:57.655337+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Grand-mère Jones a préparé 5 tartes aux pommes pour le déjeuner des pompiers. Elle a ensuite coupé chaque tarte en 8 parts et a disposé les cinq tartes sur la table de buffet pour que chacun se serve. À la fin de la soirée, après que tous les invités aient pris et mangé leurs tartes, il en est resté 14 parts. Combien les invités ont-ils pris de parts ?",,26.0,26,26,,26.0,1,0.5700000000000001,143,2,
2026-03-08 21:48:58.201768+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Selon ses informations nutritionnelles, un sac de chips contient 250 calories par portion. Si un sac de 300 g contient 5 portions, combien de grammes de chips allez-vous manger, sachant que votre objectif calorique journalier est de 2 000 et que vous avez déjà consommé 1 800 calories ?",,48.0,60,60,,60.0,0,0.546,117,2,
2026-03-08 21:48:58.804042+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Charlie veut vendre des bougies en cire d'abeille. Chaque livre de cire d'abeille lui permet de produire 10 bougies effilées. Une livre de cire d'abeille et de mèches est livrée au prix de 10,00 $. S'il produit et vend 20 bougies, quel est son bénéfice net, sachant que chaque bougie est vendu à 2,00 $ ?",,20.0,10,10,,10.0,0,0.602,138,2,
2026-03-08 21:48:59.458406+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Mérédith est une blogueuse freelance dont le travail consiste à rédiger des articles sur les thèmes de la santé et à les soumettre chaque jour aux clients. Un article de blog demande 4 heures de travail en moyenne, ce qui inclut les recherches et la rédaction. La semaine passée, elle a rédigé 5 articles le lundi et 2/5 de fois plus d'articles le mardi. Le mercredi, elle a écrit deux fois plus d'articles qu'elle n'en a écrit le mardi. Calculez le nombre total d'heures passées à rédiger des articles durant ces trois jours.",,104.0,44,44,,44.0,0,0.654,178,2,
2026-03-08 21:48:59.982910+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Avant d'aller travailler au café, Candice a mis 80 pense-bêtes dans son sac à main. En chemin, elle s'est arrêtée pour acheter un paquet de pense-bêtes au magasin. Arrivée au travail, elle a placé un pense-bête sur chacune des 220 tasses de café. Si par la suite il ne lui restait plus que 23 pense-bêtes, combien y avait-il de pense-bêtes dans le paquet qu'elle a acheté ?",,163.0,163,163,,163.0,1,0.524,147,2,
2026-03-08 21:49:00.447608+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,Jean achète deux fois plus de cravates rouges que de cravates bleues. Les cravates rouges coûtent 50 % de plus. Il a dépensé 200 $ pour les cravates bleues qui coûtent 40 $ chacune. Combien a-t-il dépensé en cravates ?,,800.0,900,900,,900.0,0,0.464,119,2,
2026-03-08 21:49:00.922627+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Pour soutenir les plants de tomates de son jardin, Tracy a utilisé un fil de fer d'une longueur de 4 pieds. Ce fil a été coupé en plusieurs morceaux de 6 pouces de long. Combien de morceaux a-t-elle obtenus ?",,8.0,8,8,,8.0,1,0.47500000000000003,102,2,
2026-03-08 21:49:01.618064+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Richard vit dans l'un des appartements d'un immeuble de 15 étages. Chaque étage contient 8 appartements. Sachant que les 3/4 de l'immeuble sont occupés, quel est le nombre total d'appartements inoccupés de l'immeuble ?",,30.0,30,30,,30.0,1,0.6950000000000001,110,2,
2026-03-08 21:49:02.003913+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,Lloyd est propriétaire d'un poulailler. Ses poules produisent 252 œufs par jour et ils les vend à 2 $ la douzaine. Combien Lloyd gagne-t-il par semaine avec ses œufs ?,,294.0,294,294,,294.0,1,0.386,97,2,
2026-03-08 21:49:02.583369+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"La bateau de Tom se déplace à 10 miles par heure. Il navigue de 13 h à 16 h, puis entreprend le trajet retour à la vitesse de 6 miles par heure. Combien de temps lui faudra-t-il pour rentrer ?",,5.0,5,5,,5.0,1,0.579,104,2,
2026-03-08 21:49:03.194260+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Le sac d'Uriah devient trop lourd pour lui. Il doit réduire son poids de 15 livres. Chacune de ses bandes dessinées pèse 1/4 de livre et chacun de ses jouets 1/2 livre. S'il enlève 30 bandes dessinées, combien lui faudra-t-il enlever de jouets ?",,15.0,10,10,,10.0,0,0.611,121,2,
2026-03-08 21:49:03.780842+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Un mécanicien pratique différents tarifs de réparation des pneus de camions et de voitures. Pour chaque pneu de camion réparé il facture 60 $, et en facture 40 pour chaque pneu de voiture. Jeudi, il répare 6 pneus de camion et 4 pneus de voiture. Vendredi, il répare 12 pneus de voiture et n'en répare aucun de camion. Le jour où les revenus étaient les plus élevés, combien d'argent le mécanicien a-t-il gagné en plus ?",,40.0,80,80,,80.0,0,0.586,154,2,
2026-03-08 21:49:04.278091+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Les sœurs Doubtfire quittent le refuge local pour animaux, avec dans leur voiture 7 chatons adoptés. Sur le chemin de retour, elles reçoivent un appel de leur mère qui les informe que leur deux chattes domestiques viennent d'avoir des chatons. Elle dit que Patchy, la première chatte, a eu trois fois le nombre de chatons adoptés, tandis que Trixie, l'autre, en a eu 12. Combien de chatons la famille Doubtfire a-t-elle maintenant ?",,40.0,40,40,,40.0,1,0.497,160,2,
2026-03-08 21:49:04.944945+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,Jean a 30 sucettes. Il en mange 2. Avec les sucettes restantes il veut faire des sacs de 2 sucettes chacun. Combien de sacs Jean obtiendra-t-il ?,,14.0,14,14,,14.0,1,0.667,92,2,
2026-03-08 21:49:05.487549+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Pierre prévoit d'aller au cinéma cette semaine. Il achète toujours un billet de 7 $ et 7 $ de pop-corn. S'il dispose de 42 $ pour la semaine, combien de fois pourra-t-il aller au cinéma ?",,3.0,trois,trois,,,0,0.542,100,3,
2026-03-08 21:49:06.012950+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Un camion de livraison est sur le point de traverser un pont en bois qui ne peut pas supporter une charge de plus de 5 000 livres. Le camion est rempli de boîtes identiques, d'un poids de 15 livres chacune. Le poids combiné du conducteur et du camion vide est de 3 755 livres. Combien de boîtes peuvent être chargées sur le camion sans dépasser la limite de poids du pont ?",,83.0,82,82,,82.0,0,0.525,140,2,
2026-03-08 21:49:06.578449+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Stéphane a commandé des produits d'épicerie en ligne. Sa facture finale s'élève à 40,00 $. Comme il s'agissait d'un fournisseur de services de livraison, celui-ci a majoré la facture de 25 % et a ajouté 3,00 $ de frais de livraison. Stéphane a également donné un pourboire de 4,00 $. En comptant les frais supplémentaires, quel a été le prix final de la commande de Stéphane ?",,57.0,"56,00","56,00",,56.0,0,0.5650000000000001,149,4,
2026-03-08 21:49:06.993233+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Un framboisier compte 6 grappes de 20 fruits chacune, ainsi que 67 fruits isolés et éparpillés sur l'arbuste. Combien de framboises y a-t-il au total ?",,187.0,187,187,,187.0,1,0.41500000000000004,98,2,
2026-03-08 21:49:07.513213+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Un panier contient 25 oranges dont 1 est avariée, 20 % ne sont pas mûres, 2 sont acides et le reste est bon. Combien d'oranges sont bonnes ?",,17.0,17,17,,17.0,1,0.52,93,2,
2026-03-08 21:49:08.066895+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Janet achète une broche pour sa fille. Elle dépense 500 $ pour se procurer le matériel de fabrication, puis 800 $ supplémentaires pour la réalisation par un bijoutier. Ensuite, elle dépense 10 % de cette somme pour la faire assurer. Combien a-t-elle dépensé au total ?",,1430.0,1 430,1 430,,1.0,0,0.553,117,4,
2026-03-08 21:49:08.603102+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Si Marcy travaille pour la même entreprise pendant 40 ans, elle reçoit une pension de 50 000 $ par an. À partir de 20 ans de travail, elle a droit à 5 % de ce montant par an. En admettant qu'elle démissionne après 30 ans de service, quelle sera sa pension annuelle ?",,25000.0,37 500,37 500,,37.0,0,0.536,121,4,
2026-03-08 21:49:09.343721+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Aleena s'est abonnée à un service de streaming qui lui facture 140 $ par mois. Si la société de streaming a facturé ce montant pendant la première moitié de l'année, puis 10 % de moins durant l'autre moitié de l'année, calculez le montant total qu'elle a payé pour le service de streaming à la fin de l'année.",,1596.0,1 596,1 596,,1.0,0,0.74,125,4,
2026-03-08 21:49:10.122849+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,Sophie envisage un voyage en voiture et se demande quelle distance elle peut parcourir avec un seul plein d'essence. Elle a fait 100 miles depuis le dernier plein et a dû rajouter 4 gallons d'essence pour remplir à nouveau le réservoir. Le manuel d'utilisation indique que son réservoir a une capacité de 12 galons d'essence. Combien de miles Sophie peut-elle parcourir avec un seul plein d'essence ?,,300.0,300,300,,300.0,1,0.779,141,2,
2026-03-08 21:49:10.754480+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Jim passe 2 heures à regarder la télévision, puis décide d'aller se coucher et de lire pendant la moitié du temps qu'il passe à visionner. Il répète cela 3 fois par semaine. Combien d'heures passe-t-il à regarder la télévision et à lire en 4 semaines ?",,36.0,36,36,,36.0,1,0.631,113,2,
2026-03-08 21:49:11.345289+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Un tournoi de basket-ball accueille quatre écoles en compétition. Chaque école a envoyé une équipe féminine et une équipe masculine, chacune comptant 5 joueurs. Les écoles ont également envoyé chacune un entraîneur. Combien de personnes les écoles ont-elles envoyées en tout ?",,48.0,52,52,,52.0,0,0.591,105,2,
2026-03-08 21:49:13.348701+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Un chasseur de trésor a déterré un coffre rempli de pierres précieuses. Celui-ci contenait 175 diamants, 35 rubis de moins que la quantité de diamants, et deux fois plus d'émeraudes que de rubis. Combien de pierres précieuses y avait-il dans le coffre ?",,595.0,665,665,,665.0,0,2.003,117,2,
2026-03-08 21:49:14.004260+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Les garçons sont deux fois plus nombreux que les filles à l'école du Docteur Wertz. S'il y a 60 filles et 5 élèves par professeur, combien de professeurs y a-t-il ?",,36.0,36,36,,36.0,1,0.655,94,2,
2026-03-08 21:49:14.592717+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Bailey a une certaine somme d'argent au départ. Elle reçoit ensuite une allocation hebdomadaire de 5 $ pendant 8 semaines. Si elle se retrouve avec un total de 100 dollars à la fin des 8 semaines, avec combien d'argent Bailey a-t-elle commencé ?",,60.0,soixante dollars,soixante dollars,,,0,0.588,107,5,
2026-03-08 21:49:15.122617+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"En semaine, Judy donne 5 cours de danse tous les jours et 8 cours le samedi. Si chaque cours compte 15 élèves et qu'elle facture 15,00 $ par élève, combien d'argent gagne-t-elle en une semaine ?",,7425.0,1 725,1 725,,1.0,0,0.53,101,4,
2026-03-08 21:49:15.637293+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Kélian prépare des plats sur la base de deux recettes, l'une avec 20 instructions et l'autre avec deux fois plus d'instructions que la première. Combien d'instructions Kélian doit-il lire pour préparer les deux plats ?",,60.0,Soixante,Soixante,,,0,0.514,101,4,
2026-03-08 21:49:16.312851+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Tommy collecte des fonds pour son association caritative en vendant des brownies à 3 $ la tranche et des gâteaux au fromage à 4 $ la tranche. Si Tommy vend 43 brownies et 23 tranches de gâteau au fromage, combien d'argent Tommy a-t-il récolté ?",,221.0,221,221,,221.0,1,0.675,110,2,
2026-03-08 21:49:16.792139+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Shiela a acheté cinq téléphones portables au prix de 150 $ chacun, payable en 3 mensualités. Un intérêt de 2 % sera facturé pour chaque unité. Quel montant Shiela devra-t-elle verser chaque mois pendant 3 mois ?",,255.0,255,255,,255.0,1,0.47900000000000004,104,2,
2026-03-08 21:49:17.406359+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Artie vend des fleurs au marché fermier. Il en vend de trois sortes : des soucis, des pétunias et des bégonias. Il vend habituellement les soucis à 2,74 $ le pot, les pétunias à 1,87 $ le pot et les bégonias à 2,12 $ le pot. Comme il n'a pas de monnaie aujourd'hui, Artie décide d'arrondir tous ses prix au dollar le plus proche. S'il vend 12 pots de soucis, 9 pots de pétunias et 17 pots de bégonias, combien d'argent gagnera-t-il ?",,88.0,77,77,,77.0,0,0.614,184,2,
2026-03-08 21:49:18.001544+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Luc passe du temps à construire des châteaux de sable sur la plage. Il remarque que chaque étage d'un château de sable a la moitié de la surface de l'étage inférieur. Quelle est la superficie moyenne d'un étage, sachant que le château de sable en compte 4 et que l'étage le plus élevé a une superficie de 16 pieds carrés ?",,60.0,56,56,,56.0,0,0.595,125,2,
2026-03-08 21:49:18.566551+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Cécilia vient d'acheter un nouveau chiot. D'après le vétérinaire, elle devra lui donner 1 bol de nourriture pour chien tous les jours pendant les 180 premiers jours. Ensuite, elle devra lui donner 2 bols tous les jours jusqu'à la fin de sa vie. Si un sac de nourriture représente 110 bols, combien de sacs de nourriture pour chiens Cécilia utilisera-t-elle au cours de la première année ?",,5.0,Cinq,Cinq,,,0,0.5650000000000001,141,3,
2026-03-08 21:49:19.283237+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Raymond fait deux fois moins de lessive que Sara, et Sara fait 4 fois plus de lessive que David. Sachant que Sara fait 400 livres de lessive, calculez la différence entre la quantité de lessive de Raymond et celle de David.",,100.0,150,150,,150.0,0,0.716,105,2,
2026-03-08 21:49:19.820359+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Vincent a le choix entre acheter des fleurs en paquets de 3 pour 2,50 $ ou en paquets de 2 pour 1 $. Combien d'argent économisera-t-il s'il achète 18 fleurs au meilleur prix ?",,6.0,3,3,,3.0,0,0.537,102,2,
2026-03-08 21:49:20.294752+00:00,gpt-4.1,direct,mgsm_fr,,mgsm,"Jean adopte un chien et l'emmène chez le toiletteur pour la somme de 100 $. Le toiletteur lui offre une réduction de 30 %, comme c'est un nouveau client. Combien coûte finalement le toilettage ?",,70.0,70,70,,70.0,1,0.47400000000000003,99,2,
2026-03-08 21:49:20.855080+00:00,gpt-4.1,reasoned,digit_to_word,0.0,0-69,0,zero,0.0,FINAL: zéro,zéro,zéro,,0,0.56,58,4,
2026-03-08 21:49:21.578547+00:00,gpt-4.1,reasoned,digit_to_word,1.0,0-69,1,un,1.0,FINAL: un,un,un,,1,0.723,58,4,
2026-03-08 21:49:21.993721+00:00,gpt-4.1,reasoned,digit_to_word,2.0,0-69,2,deux,2.0,FINAL: deux,deux,deux,,1,0.41500000000000004,58,4,
2026-03-08 21:49:22.446585+00:00,gpt-4.1,reasoned,digit_to_word,3.0,0-69,3,trois,3.0,FINAL: trois,trois,trois,,1,0.453,58,4,
2026-03-08 21:49:22.887578+00:00,gpt-4.1,reasoned,digit_to_word,4.0,0-69,4,quatre,4.0,FINAL: quatre,quatre,quatre,,1,0.441,58,4,
2026-03-08 21:49:23.605682+00:00,gpt-4.1,reasoned,digit_to_word,5.0,0-69,5,cinq,5.0,FINAL:cinq,cinq,cinq,,1,0.718,58,4,
2026-03-08 21:49:24.163636+00:00,gpt-4.1,reasoned,digit_to_word,6.0,0-69,6,six,6.0,FINAL: six,six,six,,1,0.558,58,4,
2026-03-08 21:49:24.714429+00:00,gpt-4.1,reasoned,digit_to_word,7.0,0-69,7,sept,7.0,FINAL: sept,sept,sept,,1,0.551,58,4,
2026-03-08 21:49:25.315488+00:00,gpt-4.1,reasoned,digit_to_word,8.0,0-69,8,huit,8.0,FINAL: huit,huit,huit,,1,0.601,58,4,
2026-03-08 21:49:25.939655+00:00,gpt-4.1,reasoned,digit_to_word,9.0,0-69,9,neuf,9.0,FINAL: neuf,neuf,neuf,,1,0.624,58,4,
2026-03-08 21:49:26.477438+00:00,gpt-4.1,reasoned,digit_to_word,10.0,0-69,10,dix,10.0,FINAL:dix,dix,dix,,1,0.538,58,4,
